"species1","species2","prob.species1.wins"
"Acropora_florida","Acropora_hyacinthus",.4717
"Acropora_florida","Acropora_pulchra",.5266
"Acropora_florida","Diploastrea_heliopora",.1332
"Acropora_florida","Madracis_decactis",.0927
"Acropora_florida","Orbicella_annularis",.0488
"Acropora_florida","Porites_lobata",.6123
"Acropora_florida","Porites_porites",.0456
"Acropora_florida","Seriatopora_hystrix",.4728
"Acropora_hyacinthus","Acropora_pulchra",.3336
"Acropora_hyacinthus","Diploastrea_heliopora",.0647
"Acropora_hyacinthus","Madracis_decactis",.0439
"Acropora_hyacinthus","Orbicella_annularis",.0226
"Acropora_hyacinthus","Porites_lobata",.4154
"Acropora_hyacinthus","Porites_porites",.0211
"Acropora_hyacinthus","Seriatopora_hystrix",.2875
"Acropora_pulchra","Diploastrea_heliopora",.0526
"Acropora_pulchra","Madracis_decactis",.0356
"Acropora_pulchra","Orbicella_annularis",.0182
"Acropora_pulchra","Porites_lobata",.3632
"Acropora_pulchra","Porites_porites",.017
"Acropora_pulchra","Seriatopora_hystrix",.2446
"Diploastrea_heliopora","Madracis_decactis",.2108
"Diploastrea_heliopora","Orbicella_annularis",.1182
"Diploastrea_heliopora","Porites_lobata",.8051
"Diploastrea_heliopora","Porites_porites",.1111
"Diploastrea_heliopora","Seriatopora_hystrix",.701
"Madracis_decactis","Orbicella_annularis",.1678
"Madracis_decactis","Porites_lobata",.8613
"Madracis_decactis","Porites_porites",.1582
"Madracis_decactis","Seriatopora_hystrix",.7791
"Orbicella_annularis","Porites_lobata",.9252
"Orbicella_annularis","Porites_porites",.2725
"Orbicella_annularis","Seriatopora_hystrix",.8754
"Porites_lobata","Porites_porites",.012
"Porites_lobata","Seriatopora_hystrix",.1857
"Porites_porites","Seriatopora_hystrix",.8829
